Title,Total Price (PLN),Price per SQM (PLN),Rooms,Area (SQM),URL
"Wygodne 2 pokoje z balkonem, super cena",515760,13977,2,36.9,https://www.otodom.pl/pl/oferta/wygodne-2-pokoje-z-balkonem-super-cena-ID4BuP5
"Miasteczko Wilanów, 3pok, 66,96 m2, ul. Sarmacka 16",1199000,17906,3,66.96,https://www.otodom.pl/pl/oferta/miasteczko-wilanow-3pok-66-96-m2-ul-sarmacka-16-ID4y0Jt
2 pokoje z balkonem Osiedle Wilno,765000,17087,2,44.77,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-osiedle-wilno-ID4BnhB
EKSKLUZYWNY APARTAMENT Z PRYWATNYM OGRODEM I 4 SYPIALNIAMI,4248750,18750,5,226.6,https://www.otodom.pl/pl/oferta/ekskluzywny-apartament-z-prywatnym-ogrodem-i-4-sypialniami-ID4BhWD
3-pokojowe mieszkanie 63m2 + loggia,847043,13325,3,63.57,https://www.otodom.pl/hpr/pl/oferta/3-pokojowe-mieszkanie-63m2-loggia-ID4upQK
Przytulna kawalerka po remoncie | Metro Bródno | REZERWACJA,465000,18600,1,25,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-po-remoncie-metro-brodno-rezerwacja-ID4BHjF
Chmielna | Centrum Warszawy | Varso Tower | 51.4m2 | Umeblowane,940000,18288,2,51.4,https://www.otodom.pl/pl/oferta/chmielna-centrum-warszawy-varso-tower-51-4m2-umeblowane-ID4BNb8
Apartament 42 m²+Loggia | Premium | Mokotów nad Skarpą | 7min do Metra,1049000,25000,2,42,https://www.otodom.pl/pl/oferta/apartament-42-m-loggia-premium-mokotow-nad-skarpa-7min-do-metra-ID4BLtY
Ostatnie 3pok+GARAŻ Blisko METRO Karolin ☎️ Umów się na dni otwarte,702662,14593,3,48.15,https://www.otodom.pl/pl/oferta/ostatnie-3pok-garaz-blisko-metro-karolin-umow-sie-na-dni-otwarte-ID4BNjO
"3-4 pok PRZY METRZE! HALA GARAZOWA, KOMÓRKA",795000,13250,4,60,https://www.otodom.pl/pl/oferta/3-4-pok-przy-metrze-hala-garazowa-komorka-ID4BMx0
Ostatnie 2pok+GARAŻ Blisko METRO Karolin ☎️ Umów się na dni otwarte,630828,15526,2,40.63,https://www.otodom.pl/pl/oferta/ostatnie-2pok-garaz-blisko-metro-karolin-umow-sie-na-dni-otwarte-ID4BNjF
Nowoczesny apartamentowiec | Plac Grzybowski,1635000,23984,2,68.17,https://www.otodom.pl/pl/oferta/nowoczesny-apartamentowiec-plac-grzybowski-ID4AAnn
Ostatnie kawalerki Blisko METRO Karolin ☎️ Umów się na dni otwarte,463584,17298,1,26.8,https://www.otodom.pl/pl/oferta/ostatnie-kawalerki-blisko-metro-karolin-umow-sie-na-dni-otwarte-ID4BNjy
Wysoki standard |klimatyzacja| 2 miejsca| jasne,999000,18849,2,53,https://www.otodom.pl/pl/oferta/wysoki-standard-klimatyzacja-2-miejsca-jasne-ID4BE8L
Mieszkanie do własnej aranżacji w świetnej lokalizacji,560000,14933,2,37.5,https://www.otodom.pl/pl/oferta/mieszkanie-do-wlasnej-aranzacji-w-swietnej-lokalizacji-ID4BIir
"Super lokalizacja na Białołęce- infrastruktura, tramwaj, Metro! GOTOWE",641396,12483,3,51.38,https://www.otodom.pl/pl/oferta/super-lokalizacja-na-bialolece-infrastruktura-tramwaj-metro-gotowe-ID4BNjn
Penthouse z tarasem na ostatnim piętrze,2570000,25446,3,101,https://www.otodom.pl/pl/oferta/penthouse-z-tarasem-na-ostatnim-pietrze-ID4BDuK
3 sypialnie | Centrum Warszawy | Do aranżacji,2760000,16727,4,165,https://www.otodom.pl/pl/oferta/3-sypialnie-centrum-warszawy-do-aranzacji-ID4B6a3
289086,2750000,16176,5,170,https://www.otodom.pl/pl/oferta/289086-ID4BNiW
Nowoczesny apartament; 3 sypialnie,3290000,35000,4,94,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-3-sypialnie-ID4ADZF
Słoneczne 3 pokoje z balkonem – Gotowe do zamieszkania,924000,13391,3,69,https://www.otodom.pl/pl/oferta/sloneczne-3-pokoje-z-balkonem-gotowe-do-zamieszkania-ID4AcGM
Nowoczesny 2-pokojowy lokal inwestycyjny z balkonem na Pradze,613000,19079,2,32.13,https://www.otodom.pl/pl/oferta/nowoczesny-2-pokojowy-lokal-inwestycyjny-z-balkonem-na-pradze-ID4AtJt
Klimatyczne 2 pokoje w sercu Warszawy | ul. Dzielna | 40m²,650000,16250,2,40,https://www.otodom.pl/pl/oferta/klimatyczne-2-pokoje-w-sercu-warszawy-ul-dzielna-40m-ID4BpiY
1-pokojowe mieszkanie 25m2 + ogródek,424710,16500,1,25.74,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-ogrodek-ID4uhbP
Livo.,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/livo-ID4ArEP
2-pokojowe mieszkanie 48m2 + taras Bez Pośredników,638616,13200,2,48.38,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-taras-bez-posrednikow-ID4ArEX
4-pokojowe mieszkanie 72m2 + taras Bez Prowizji,930356,12852,4,72.39,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-72m2-taras-bez-prowizji-ID4ArF3
3-pokojowe mieszkanie 55m2 + 2 balkony,795595,14317,3,55.57,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-2-balkony-ID4ArFw
Kawalerka | Apartamentowiec | Wola,470000,26111,1,18,https://www.otodom.pl/pl/oferta/kawalerka-apartamentowiec-wola-ID4BNiF
3 pokoje z loggią I Garaż I Niski Blok,720000,12414,3,58,https://www.otodom.pl/pl/oferta/3-pokoje-z-loggia-i-garaz-i-niski-blok-ID4BNiv
3-pokojowe mieszkanie 57m2 + ogródek,816117,14095,3,57.9,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-ogrodek-ID4upa8
3-pokojowe mieszkanie 55m2 + balkon Bezpośrednio,702782,12595,3,55.8,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bezposrednio-ID4uw20
3-pokojowe mieszkanie 68m2 + 2 balkony,798876,11656,3,68.54,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-68m2-2-balkony-ID4up7S
4-pokojowe mieszkanie 65m2 + 2 balkony,1173554,17800,4,65.93,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-65m2-2-balkony-ID4zgmn
4-pokojowe mieszkanie 76m2 + balkon,N/A,N/A,4,76.45,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-76m2-balkon-ID4umAC
2-pokojowe mieszkanie 39m2 + balkon,928369,23320,2,39.81,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-balkon-ID4umU9
4-pokojowy apartament 132m2 + loggia,N/A,N/A,4,132.95,https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-132m2-loggia-ID4uhIq
minuta od metra-do remontu-idealna lokalizacja,690000,17380,2,39.7,https://www.otodom.pl/pl/oferta/minuta-od-metra-do-remontu-idealna-lokalizacja-ID4BNia
Zaraz GOTOWE 3/4 pokoje +GARAŻ/KOMÓRKA + Umów Dni Otwarte z RABATAMI,783140,12431,4,63,https://www.otodom.pl/pl/oferta/zaraz-gotowe-3-4-pokoje-garaz-komorka-umow-dni-otwarte-z-rabatami-ID4BNi9
Lokal M7 piętro 75 m2| poddasze nieużytkowe 66 m2 | lokal bezczynszowy,11859,N/A,4,75.87,https://www.otodom.pl/pl/oferta/lokal-m7-pietro-75-m2-poddasze-nieuzytkowe-66-m2-lokal-bezczynszowy-ID4BIbM
6-pokojowe mieszkanie 180m2 + taras Bezpośrednio,N/A,N/A,6,180.45,https://www.otodom.pl/pl/oferta/6-pokojowe-mieszkanie-180m2-taras-bezposrednio-ID4uVcT
2-pokojowe mieszkanie 40m2 Bez Prowizji,805203,20015,2,40.23,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-bez-prowizji-ID4wPPw
3-pokojowe mieszkanie 69m2 + balkon Bezpośrednio,1618665,23250,3,69.62,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-balkon-bezposrednio-ID4uo6N
4-pokojowe mieszkanie 107m2 + 2 balkony,N/A,N/A,4,107.86,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-107m2-2-balkony-ID4usJC
1-pokojowe mieszkanie 26m2 + balkon Bez Prowizji,N/A,N/A,1,26.86,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bez-prowizji-ID4AQ8G
Ostatnie 3pok+GARAŻ Blisko METRO Karolin ☎️ Umów się na dni otwarte,702662,14593,3,48.15,https://www.otodom.pl/hpr/pl/oferta/ostatnie-3pok-garaz-blisko-metro-karolin-umow-sie-na-dni-otwarte-ID4BNjO
2-pokojowe mieszkanie 41m2 + ogródek Bez Prowizji,990000,23844,2,41.52,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-ogrodek-bez-prowizji-ID4uoeV
"3 pokoje+duży taras 132 m² |gotowe do odbioru |cicha, zielona okolica",990000,19220,3,132,https://www.otodom.pl/pl/oferta/3-pokoje-duzy-taras-132-m-gotowe-do-odbioru-cicha-zielona-okolica-ID4BuhT
2-pokojowe mieszkanie 51m2 + ogródek Bez Prowizji,847574,16606,2,51.04,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-ogrodek-bez-prowizji-ID4up5L
4-pokojowe mieszkanie 80m2 + loggia Bezpośrednio,1722000,21315,4,80.79,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-80m2-loggia-bezposrednio-ID4uoep
2-pokojowe mieszkanie 33m2 + taras Bez Prowizji,712000,21115,2,33.72,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-33m2-taras-bez-prowizji-ID4umfv
Wyjątkowy apartament z prywatnym tarasem na dachu,2990000,30885,3,96.81,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-z-prywatnym-tarasem-na-dachu-ID4BmBa
Bliskość lasu | Ostatnie piętro | Prywatność,2070000,17845,3,116,https://www.otodom.pl/pl/oferta/bliskosc-lasu-ostatnie-pietro-prywatnosc-ID4Bljw
3-pokojowe mieszkanie 59m2 + 2 balkony,989199,16511,3,59.91,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-2-balkony-ID4umDj
Nowe 2 pokoje | Park Szczęśliwicki | Ochota,1450000,30083,2,48.2,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-park-szczesliwicki-ochota-ID4BNi5
Oh! Praga,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/oh-praga-ID4wPOj
3-pokojowe mieszkanie 51m2 + balkon Bezpośrednio,1014888,19600,3,51.78,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-balkon-bezposrednio-ID4wPP8
2-pokojowe mieszkanie 40m2 Bez Pośredników,813249,20215,2,40.23,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-bez-posrednikow-ID4wPQy
1-pokojowe mieszkanie 26m2 + balkon,572880,22000,1,26.04,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-ID4wPPe
Czerwcowa Wyprzedaż! Rabat -20% | Bez Pcc,675368,15540,2,43.46,https://www.otodom.pl/pl/oferta/czerwcowa-wyprzedaz-rabat-20-bez-pcc-ID4BNhS
***0% prowizji i PCC_Własność GRUNTU_OZE_Kredyt BEZ wkładu własnego !,13870,N/A,2,37.29,https://www.otodom.pl/pl/oferta/0-prowizji-i-pcc-wlasnosc-gruntu-oze-kredyt-bez-wkladu-wlasnego-ID4BNhv
"Przestrzeń do życia, zabawy i wspólnych chwil",989000,15215,3,65,https://www.otodom.pl/pl/oferta/przestrzen-do-zycia-zabawy-i-wspolnych-chwil-ID4BBMj
Ogród Saski | Stan deweloperski,2300000,54438,2,42.25,https://www.otodom.pl/pl/oferta/ogrod-saski-stan-deweloperski-ID4AXbe
Marina Mokotów | Komfortowy apartament,2250000,19297,4,116.6,https://www.otodom.pl/pl/oferta/marina-mokotow-komfortowy-apartament-ID4ANoD
Najlepszy adres | Zabytkowa kamienica,3900000,35059,3,111.24,https://www.otodom.pl/pl/oferta/najlepszy-adres-zabytkowa-kamienica-ID4AK4P
2 pokoje | Osiedle Saska | Balkon | Garaż podziemny,935000,20640,2,45.3,https://www.otodom.pl/pl/oferta/2-pokoje-osiedle-saska-balkon-garaz-podziemny-ID4BNh4
3pokojowe mieszkanie| miejsce postojowe| Tarchomin,879000,14959,3,58.76,https://www.otodom.pl/pl/oferta/3pokojowe-mieszkanie-miejsce-postojowe-tarchomin-ID4BFNw
POWIŚLE | 3 POKOJE | BALKON | DWUSTRONNE | POTENCJAŁ INWESTYCYJNY,1149000,24710,3,46.5,https://www.otodom.pl/pl/oferta/powisle-3-pokoje-balkon-dwustronne-potencjal-inwestycyjny-ID4BNgD
Przestronne | Świetnie skomunikowana okolica,1950000,16525,3,118,https://www.otodom.pl/pl/oferta/przestronne-swietnie-skomunikowana-okolica-ID4AEgR
"Rozkładowe, metro, tramwaj, parking",797000,19925,2,40,https://www.otodom.pl/pl/oferta/rozkladowe-metro-tramwaj-parking-ID4BNgL
Mieszkanie 3 pokojowe z garderobą na Woli,1185000,20996,3,56.44,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-z-garderoba-na-woli-ID4BNh0
***Kredyt BEZ wkładu własnego_Okazja - 5% rabatu_WŁASNOŚĆ gruntu !,14345,N/A,2,34.46,https://www.otodom.pl/pl/oferta/kredyt-bez-wkladu-wlasnego-okazja-5-rabatu-wlasnosc-gruntu-ID4BNgN
Bródno I Przy Parku I Metro I Bez prowizji,1195000,14938,3,80,https://www.otodom.pl/pl/oferta/brodno-i-przy-parku-i-metro-i-bez-prowizji-ID4Bzj7
Nowe 3 pokoje | blisko Metro| bez prowizji,13860,N/A,3,51.34,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-blisko-metro-bez-prowizji-ID4BNgM
Nowe 2 pokoje + GARAŻ/BOKS + 20min Centrum!_ Umów Spotkanie i ZOBACZ,540800,13520,2,40,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-garaz-boks-20min-centrum-umow-spotkanie-i-zobacz-ID4BNgG
"Mieszkanie w Starej Miłosnej, 84,9m2,4 pokoje + piwnica 20,8m2,balkon",950000,11190,4,84.9,https://www.otodom.pl/pl/oferta/mieszkanie-w-starej-milosnej-84-9m2-4-pokoje-piwnica-20-8m2-balkon-ID4BNfH
Inwestycja I Najlepszy adres I Centrum Miasta,4727160,36000,4,131.31,https://www.otodom.pl/pl/oferta/inwestycja-i-najlepszy-adres-i-centrum-miasta-ID4B2xi
Luksusowy apartament z windą i tarasem,4450000,23925,5,186,https://www.otodom.pl/pl/oferta/luksusowy-apartament-z-winda-i-tarasem-ID4AAnm
Apartament w inwestycji Praska Moderna,1890000,23478,3,80.5,https://www.otodom.pl/pl/oferta/apartament-w-inwestycji-praska-moderna-ID4AORw
Nowe 2 Pokoje +20min do Centrum+ GARAŻ/BOKS+UMÓW DNI OTWARTE -->TERAZ,454000,13758,2,33,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-20min-do-centrum-garaz-boks-umow-dni-otwarte-teraz-ID4BNgh
***Rabat 5%_Odbiór w LIPCU 2026 r._Własność Gruntu_OZE !,14345,N/A,2,34.46,https://www.otodom.pl/pl/oferta/rabat-5-odbior-w-lipcu-2026-r-wlasnosc-gruntu-oze-ID4BNg7
GOTOWE piękne dwustronne mieszkanie z dwoma balkonami! Obok tramwaj!,757458,12806,3,59.15,https://www.otodom.pl/pl/oferta/gotowe-piekne-dwustronne-mieszkanie-z-dwoma-balkonami-obok-tramwaj-ID4BNg3
Mieszkanie 3 pokojowe - Mokotów atrakcyjna cena! 0% prowizji,905773,14043,3,64.5,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-mokotow-atrakcyjna-cena-0-prowizji-ID4BAbL
Nowa Kawalerka_ IDEALNA POD INWESTYCJĘ!_ 20min Centrum_ Dni Otwarte,367000,14115,1,26,https://www.otodom.pl/pl/oferta/nowa-kawalerka-idealna-pod-inwestycje-20min-centrum-dni-otwarte-ID4BNfK
2-pokojowe mieszkanie w kamienicy na Śródmieściu,1080100,22981,2,47,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-kamienicy-na-srodmiesciu-ID4AP3C
"Centrum, ul. Krochmalna, 3 pok. z pięknym widokiem",910000,15826,3,57.5,https://www.otodom.pl/pl/oferta/centrum-ul-krochmalna-3-pok-z-pieknym-widokiem-ID4ApSG
4-pokojowe mieszkanie 80m2 + loggia Bezpośrednio,1722000,21315,4,80.79,https://www.otodom.pl/hpr/pl/oferta/4-pokojowe-mieszkanie-80m2-loggia-bezposrednio-ID4uoep
"Ciche, ładne i ciepłe mieszkanie - bezpośrednio",780000,16490,2,47.3,https://www.otodom.pl/pl/oferta/ciche-ladne-i-cieple-mieszkanie-bezposrednio-ID4BNnt
"Żeromskiego 50m2 , świeżo po remoncie, bezpośrednio od właściciela",890000,17800,3,50,https://www.otodom.pl/pl/oferta/zeromskiego-50m2-swiezo-po-remoncie-bezposrednio-od-wlasciciela-ID4zQgm
Apartament przy Łazienkach Królewskich | Bezpośrednio | Bez prowizji,1380000,27359,2,50.44,https://www.otodom.pl/pl/oferta/apartament-przy-lazienkach-krolewskich-bezposrednio-bez-prowizji-ID4xfkI
"Centrum, ul. Krochmalna, 3 pok. z pięknym widokiem",910000,15826,3,57.5,https://www.otodom.pl/pl/oferta/centrum-ul-krochmalna-3-pok-z-pieknym-widokiem-ID4ApSG
Taras | Wysoki standard | Garaż podziemny,1590000,21781,3,73,https://www.otodom.pl/pl/oferta/taras-wysoki-standard-garaz-podziemny-ID4Bs6L
2 pokoje | panoramiczny widok,1039680,24000,2,43.32,https://www.otodom.pl/pl/oferta/2-pokoje-panoramiczny-widok-ID4Bk2s
Słoneczne mieszkanie na Górnym Mokotowie,1100000,22222,2,49.5,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-na-gornym-mokotowie-ID4Bjhs
"Elegancja, przestrzeń i Saska Kępa",1299000,21309,2,60.96,https://www.otodom.pl/pl/oferta/elegancja-przestrzen-i-saska-kepa-ID4Bbjf
3 pokoje | narożne | nasłonecznione | apartamenty | bliski termin,1321359,22100,3,59.79,https://www.otodom.pl/pl/oferta/3-pokoje-narozne-naslonecznione-apartamenty-bliski-termin-ID4BNfq
Promocja mieszkanie z dużym balkonem na Mokotowie,745200,16200,2,46,https://www.otodom.pl/pl/oferta/promocja-mieszkanie-z-duzym-balkonem-na-mokotowie-ID4AuHy
"Bezpośrednio, Bez Prowizji 0%, Rozkładowe, Bardzo Słoneczne",824500,20784,2,39.67,https://www.otodom.pl/pl/oferta/bezposrednio-bez-prowizji-0-rozkladowe-bardzo-sloneczne-ID4BKc7
APARTAMENT w WILANOWIE ***125 m2 PRZESTRZENI I KOMFORTU,1372140,11000,3,124.74,https://www.otodom.pl/pl/oferta/apartament-w-wilanowie-125-m2-przestrzeni-i-komfortu-ID4yY8u
4 pokoje/ ogród/ miejskie media/ kameralne osiedle,929000,11959,4,77.68,https://www.otodom.pl/pl/oferta/4-pokoje-ogrod-miejskie-media-kameralne-osiedle-ID4zpPT
3 pokoje/ ogródek/ kameralnym osiedle! /3 ETAP,669000,13543,3,49.4,https://www.otodom.pl/pl/oferta/3-pokoje-ogrodek-kameralnym-osiedle-3-etap-ID4zPnh
2 pokoje || umeblowanie w cenie || balkon || metro 5 min,894000,17988,2,49.7,https://www.otodom.pl/pl/oferta/2-pokoje-umeblowanie-w-cenie-balkon-metro-5-min-ID4BNeB
"Kolejowa 19, Centrum- Nowe, 2 Pokoje, Wysoki Standard - Bezpośrednio",1399000,31382,2,44.58,https://www.otodom.pl/pl/oferta/kolejowa-19-centrum-nowe-2-pokoje-wysoki-standard-bezposrednio-ID4BuKh
"Kawalerka/ 39,21m2/ sprzedaż (cesja)/ Żelazna 54",1125000,28692,1,39.21,https://www.otodom.pl/pl/oferta/kawalerka-39-21m2-sprzedaz-cesja-zelazna-54-ID4zkBn
4 pokoje | APARTAMENTOWIEC | bliski termin oddania | bez prowizji,1716628,19850,4,86.48,https://www.otodom.pl/pl/oferta/4-pokoje-apartamentowiec-bliski-termin-oddania-bez-prowizji-ID4BNeE
Neowo Bemowo,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/neowo-bemowo-ID4ub4J
3-pokojowe mieszkanie 59m2 + ogródek Bezpośrednio,N/A,N/A,3,59.3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-ogrodek-bezposrednio-ID4usJc
4-pokojowe mieszkanie 96m2 + 2 ogródki,N/A,N/A,4,96.52,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-96m2-2-ogrodki-ID4usIy
2-pokojowe mieszkanie 48m2 + balkon,N/A,N/A,2,48.56,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-balkon-ID4ucNs
1-pokojowe mieszkanie 66m2 + balkon,N/A,N/A,1,66.13,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-66m2-balkon-ID4usJu
***Odbiór w LIPCU 2026 r._Ogrzewanie podłogowe_Fotowoltaika !,14345,N/A,2,34.46,https://www.otodom.pl/pl/oferta/odbior-w-lipcu-2026-r-ogrzewanie-podlogowe-fotowoltaika-ID4BNev
Talarowa Park II,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/talarowa-park-ii-ID4zHIU
3-pokojowe mieszkanie 55m2 + 2 ogródki,795675,14451,3,55.06,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-2-ogrodki-ID4zHJB
2-pokojowe mieszkanie 89m2 + taras Bez Prowizji,1421552,15797,2,89.99,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-89m2-taras-bez-prowizji-ID4zHJx
Stylowy apartament w kamienicy I 3 pokoje,1490000,26232,3,56.8,https://www.otodom.pl/pl/oferta/stylowy-apartament-w-kamienicy-i-3-pokoje-ID4AuHv
Osiedle Salvia,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/osiedle-salvia-ID4xEsf
3-pokojowe mieszkanie 53m2 + 2 balkony,N/A,N/A,3,53.95,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-2-balkony-ID4xEtr
2-pokojowe mieszkanie 36m2 + balkon Bezpośrednio,N/A,N/A,2,36.21,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4xEuD
4-pokojowe mieszkanie 75m2 + balkon Bez Prowizji,N/A,N/A,4,75.1,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-balkon-bez-prowizji-ID4xEuE
Penthouse | Blisko metra | Mokotów,3499000,19439,5,180,https://www.otodom.pl/pl/oferta/penthouse-blisko-metra-mokotow-ID4B6u8
Inwestycja I Najlepszy adres I Centrum Miasta,1810160,34000,3,53.24,https://www.otodom.pl/pl/oferta/inwestycja-i-najlepszy-adres-i-centrum-miasta-ID4B2xk
Miasteczko Wilanów| Ogród| 4 miejsca postojowe,2300000,22010,4,104.5,https://www.otodom.pl/pl/oferta/miasteczko-wilanow-ogrod-4-miejsca-postojowe-ID4Byhe
Przestronne mieszkanie z widokiem na zachody,2390000,23498,4,101.71,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-widokiem-na-zachody-ID4B5VG
Wyjątkowy apartament dla Wymagających l Top,2499000,28724,4,87,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-dla-wymagajacych-l-top-ID4BNeh
2 pokojowe mieszkanie na Ursusie,634000,17611,2,36,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-ursusie-ID4BxbC
"Mieszkanie 4-pokojowe w budowie od dewelopera, Warszawa Targówek",847362,11400,4,74.33,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-w-budowie-od-dewelopera-warszawa-targowek-ID4AOld
Mieszkanie 61m²✮2 pokoje✮Metro✮Wysokie pomieszczenia✮Piwnica,898000,14721,2,61,https://www.otodom.pl/pl/oferta/mieszkanie-61m2-pokojemetrowysokie-pomieszczeniapiwnica-ID4BGVt
Mieszkanie 67m²✮NOWE 2025✮WYKOŃCZENIE POD KLIENTA✮3pokoje✮Balkon✮Winda,1268000,18883,3,67,https://www.otodom.pl/pl/oferta/mieszkanie-67mnowe-2025wykonczenie-pod-klienta3pokojebalkonwinda-ID4Bt1d
"3-pok blisko PKP , 6min do Metra Okazyjna Cena!",696608,14053,2,49.57,https://www.otodom.pl/pl/oferta/3-pok-blisko-pkp-6min-do-metra-okazyjna-cena-ID4BNe7
"Centrum, ul. Krochmalna, 3 pok. z pięknym widokiem",910000,15826,3,57.5,https://www.otodom.pl/hpr/pl/oferta/centrum-ul-krochmalna-3-pok-z-pieknym-widokiem-ID4ApSG
Wyjątkowe 2 pokoje po remoncie | balkon | Saska Kępa – Brazylijska,789000,19725,2,40,https://www.otodom.pl/pl/oferta/wyjatkowe-2-pokoje-po-remoncie-balkon-saska-kepa-brazylijska-ID4BDzo
2 pokoje w kamienicy przy ul. Grójeckiej | Stara Ochota,790000,21944,2,36,https://www.otodom.pl/pl/oferta/2-pokoje-w-kamienicy-przy-ul-grojeckiej-stara-ochota-ID4BMvU
3-pokojowe mieszkanie 55m2 + loggia,1505119,27316,3,55.1,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-loggia-ID4uodH
Przestronny apartament 137m w zielonej okolicy,3000000,21772,4,137.79,https://www.otodom.pl/pl/oferta/przestronny-apartament-137m-w-zielonej-okolicy-ID4BNe6
Dwupokojowe na Żoliborzu za 590.000 zł,589000,15919,2,37,https://www.otodom.pl/pl/oferta/dwupokojowe-na-zoliborzu-za-590-000-zl-ID4BbO4
Panoramiczny widok|2 balkony|10 piętro|do wejścia,1599000,19741,3,81,https://www.otodom.pl/pl/oferta/panoramiczny-widok-2-balkony-10-pietro-do-wejscia-ID4BCDa
Metro Służew|3 pokoje|balkon|po remoncie|zieleń,1099000,18286,3,60.1,https://www.otodom.pl/pl/oferta/metro-sluzew-3-pokoje-balkon-po-remoncie-zielen-ID4Bk1i
Apartament 2 p z balkonem | Wysoki standard | Rydygiera 15- Żoliborz |,1599000,29888,2,53.5,https://www.otodom.pl/pl/oferta/apartament-2-p-z-balkonem-wysoki-standard-rydygiera-15-zoliborz-ID4B8sy
"Apartament - 2 poziomy, 4 pokoje i 100 m2 tarasus",1520000,14716,4,103.29,https://www.otodom.pl/pl/oferta/apartament-2-poziomy-4-pokoje-i-100-m2-tarasus-ID4BgTa
"Na sprzedaż 3 pokoje,50m2 | Wola | Jana Kazimierza",1070000,21400,3,50,https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pokoje-50m2-wola-jana-kazimierza-ID4BFIE
Zobacz ✮ Gotowe M w Ursusie ✮ Balkon od Południa ✮ AGD na gwarancji ✮,575000,17969,1,32,https://www.otodom.pl/pl/oferta/zobacz-gotowe-m-w-ursusie-balkon-od-poludnia-agd-na-gwarancji-ID4BDxh
"Kawalerka Przy Metrze,Parking",468000,17660,1,26.5,https://www.otodom.pl/pl/oferta/kawalerka-przy-metrze-parking-ID4AHKw
Wilanów | 176 m2 | 4 pokoje,3990000,22670,4,176,https://www.otodom.pl/pl/oferta/wilanow-176-m2-4-pokoje-ID4BjMb
Przestronny Apartament 188 m² | Taras | Wilanów,4800000,25447,6,188,https://www.otodom.pl/pl/oferta/przestronny-apartament-188-m-taras-wilanow-ID4zPZj
